"Cable System"^"Cable Network Type"^"Segment"^"Veritas Segment ID/drniId"^"Segment_Status"^"Cable type (Backhaul/Subsea)"^"A-End PoP"^"A-end Country"^"APoP_Status"^"APop_Type"^"B-end PoP"^"ZPoP_Status"^"ZPop_Type"^"B-end Country"^"Supplier/Provider"
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ39"^"256535555277264165"^"In Service"^"Backhaul Route"^"HKHH"^"HONG KONG"^"In Service"^"Telstra International POP"^"6NTP"^"In Service"^"Telstra International POP"^"SINGAPORE"^""
"SSCS PROD TEST SANITY 1"^"Sub Sea Cable System"^"SSCS PROD TEST SANITY 1 AB-19-TVT9"^"4980339923177457539"^"Decommissioned"^"Sub Sea Cable Segment"^"TVT9"^""^"In Service"^"Telstra International POP"^"AB19"^"Decommissioned"^"Telstra International POP"^""^""
"SSCS PROD TEST SANITY 1"^"Sub Sea Cable System"^"SSCS PROD TEST SANITY 1 AB-19-TVT9"^"4980339923177457539"^"Decommissioned"^"Sub Sea Cable Segment"^"AB19"^""^"Decommissioned"^"Telstra International POP"^"AB19"^"Decommissioned"^"Telstra International POP"^""^""
"Test Sanity Prod"^"Backhaul Network System"^"BR Test"^"4981085938190018001"^"Decommissioned"^"Backhaul Route"^"AB19"^""^"Decommissioned"^"Telstra International POP"^"AB19"^"Decommissioned"^"Telstra International POP"^""^""
"Test Sanity Prod"^"Backhaul Network System"^"Test BR Prod"^"4979056375375715163"^"Decommissioned"^"Backhaul Route"^"5SEP"^""^"Pending Decommission"^"Telstra International POP"^"ABC1"^"Decommissioned"^"Telstra International POP"^""^""
"TEST PROD 28 NOV 2"^"Sub Sea Cable System"^"TEST PROD SSCS"^"4979056306656233194"^"Decommissioned"^"Sub Sea Cable Segment"^"5SEP"^""^"Pending Decommission"^"Telstra International POP"^"ABC1"^"Decommissioned"^"Telstra International POP"^""^""
"TEST PROD 28 NOV"^"Sub Sea Cable System"^"TEST PROD SSCS"^"4979056306656233194"^"Decommissioned"^"Sub Sea Cable Segment"^"5SEP"^""^"Pending Decommission"^"Telstra International POP"^"ABC1"^"Decommissioned"^"Telstra International POP"^""^""
"TEST PROD 28 NOV 2"^"Sub Sea Cable System"^"SSCS ABC1-5SEP TEST"^"5153077867389872818"^"Decommissioned"^"Sub Sea Cable Segment"^"5SEP"^""^"Pending Decommission"^"Telstra International POP"^"ABC1"^"Decommissioned"^"Telstra International POP"^""^""
"TEST PROD 28 NOV"^"Sub Sea Cable System"^"SSCS ABC1-5SEP TEST"^"5153077867389872818"^"Decommissioned"^"Sub Sea Cable Segment"^"5SEP"^""^"Pending Decommission"^"Telstra International POP"^"ABC1"^"Decommissioned"^"Telstra International POP"^""^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ167"^"262429561391444175"^"In Service"^"Backhaul Route"^"CBA&"^"AUSTRALIA"^"In Service"^"Customer Premises - Generic"^"ACNA"^"Decommissioned"^"Telstra International POP"^"AUSTRALIA"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ267"^"262469762285335623"^"In Service"^"Backhaul Route"^"ADL&"^"AUSTRALIA"^"In Service"^"Customer Premises - Generic"^"ADL&"^"In Service"^"Customer Premises - Generic"^"AUSTRALIA"^""
"TEST_BKHL_NW101"^"Backhaul Network System"^"TEST_1902_BKHL_RT"^"256301044886988807"^"Decommissioned"^"Backhaul Route"^"BVT1"^""^"In Service"^"Telstra International POP"^"AFG1"^"In Service"^"Telstra International POP"^""^"TELSTRA INTERNATIONAL"
"SSCS_TEST2001"^"Sub Sea Cable System"^"TEST2001_SSCS"^"261447169197762087"^"Removed from Plan"^"Sub Sea Cable Segment"^"BVT1"^""^"In Service"^"Telstra International POP"^"AFG1"^"In Service"^"Telstra International POP"^""^"TELSTRA INTERNATIONAL"
"BKHLNS_2001"^"Backhaul Network System"^"TEST2001_BKHLRT"^"261445313771865048"^"In Service"^"Backhaul Route"^"BVT1"^""^"In Service"^"Telstra International POP"^"AFG1"^"In Service"^"Telstra International POP"^""^"TELSTRA INTERNATIONAL"
"TESTSUBC_17177"^"Sub Sea Cable System"^"TESTSUBCSEG_17177"^"259186734640304341"^"Removed from Plan"^"Sub Sea Cable Segment"^"TVT9"^""^"In Service"^"Telstra International POP"^"AFG1"^"In Service"^"Telstra International POP"^""^""
"SUBCTest"^"Sub Sea Cable System"^"SUBCSEGTEST"^"255287724144707915"^"In Service"^"Sub Sea Cable Segment"^"TVT9"^""^"In Service"^"Telstra International POP"^"AFG1"^"In Service"^"Telstra International POP"^""^""
"TVT32"^"Sub Sea Cable System"^"SubC_TVT32"^"260025771029001329"^"In Service"^"Sub Sea Cable Segment"^"TVT9"^""^"In Service"^"Telstra International POP"^"AFG1"^"In Service"^"Telstra International POP"^""^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ239"^"262469762285335959"^"In Service"^"Backhaul Route"^"IMNV"^"INDIA"^"In Service"^"Telstra International POP"^"AHM&"^"In Service"^"Customer Premises - Generic"^"INDIA"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ278"^"262418634994643907"^"In Service"^"Backhaul Route"^"AJG&"^"JAPAN"^"In Service"^"Customer Premises - Generic"^"AJG&"^"In Service"^"Customer Premises - Generic"^"JAPAN"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ132"^"262429561391444595"^"In Service"^"Backhaul Route"^"JAAJ"^"JAPAN"^"In Service"^"Telstra International POP"^"AJG&"^"In Service"^"Customer Premises - Generic"^"JAPAN"^""
"AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)"^"Sub Sea Cable System"^"AAE-1 S2.1&.3&.4 [IBTR ALEX]"^"265007253116941120"^"In Service"^"Sub Sea Cable Segment"^"IBTR"^"ITALY"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ217"^"262418634994644639"^"In Service"^"Backhaul Route"^"SYDP"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"EIG CABLE NETWORK"^"Sub Sea Cable System"^"EIG S2 [ABOTALAT BUD] EXPRESS"^"4980741244924048852"^"In Service"^"Sub Sea Cable Segment"^"EIGB"^"UNITED KINGDOM"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"SMW4 CABLE NETWORK"^"Sub Sea Cable System"^"SMW4 S3 [ALX-JED]"^"4980741244924045598"^"In Service"^"Sub Sea Cable Segment"^"JEDD"^"SAUDI ARABIA"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"SMW4 CABLE NETWORK"^"Sub Sea Cable System"^"SMW4 S4 [ALX-PLM]"^"4980737121755441180"^"In Service"^"Sub Sea Cable Segment"^"PLM&"^"ITALY"^"In Service"^"Customer Premises - Generic"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"SMW4 CABLE NETWORK"^"Sub Sea Cable System"^"SMW4 S4 [ALX-MRM]"^"4980741244924045586"^"In Service"^"Sub Sea Cable Segment"^"MRLS"^"FRANCE"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)"^"Sub Sea Cable System"^"AAE-1 S2 SUB-SYSTEM"^"4980741244924048586"^"In Service"^"Sub Sea Cable Segment"^"MRSA"^"FRANCE"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)"^"Sub Sea Cable System"^"AAE-1 S-X1 (LAND SECTION) [ALEX EZAE]"^"4980741244924048367"^"In Service"^"Sub Sea Cable Segment"^"EZAE"^"EGYPT"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)"^"Sub Sea Cable System"^"AAE-1 S2.1&.3&.5 [MRSA ALEX]"^"4980741244924048343"^"In Service"^"Sub Sea Cable Segment"^"MRSA"^"FRANCE"^"In Service"^"Carrier - Cable Station"^"ALEX"^"In Service"^"Carrier - Cable Station"^"EGYPT"^""
"SMW3 CABLE NETWORK"^"Sub Sea Cable System"^"SMW3 S7 [ALEX SUEZ]"^"4980745093214748416"^"In Service"^"Sub Sea Cable Segment"^"SUCL"^"EGYPT"^"In Service"^"Carrier - Cable Station"^"ALY&"^"In Service"^"Customer Premises - Generic"^"EGYPT"^""
"SMW3 CABLE NETWORK"^"Sub Sea Cable System"^"SMW3 S8 [ALEX CHNA]"^"4980745093214748404"^"In Service"^"Sub Sea Cable Segment"^"CHLS"^"GREECE"^"In Service"^"Carrier - Cable Station"^"ALY&"^"In Service"^"Customer Premises - Generic"^"EGYPT"^""
"SMW3 CABLE NETWORK"^"Sub Sea Cable System"^"SMW3 S8 [ALEX MARM]"^"4980745093214748392"^"In Service"^"Sub Sea Cable Segment"^"MALS"^"TURKEY"^"In Service"^"Carrier - Cable Station"^"ALY&"^"In Service"^"Customer Premises - Generic"^"EGYPT"^""
"SMW3 CABLE NETWORK"^"Sub Sea Cable System"^"SMW3 S8 [ALEX MZRA]"^"4980745093214748380"^"In Service"^"Sub Sea Cable Segment"^"MZLS"^"ITALY"^"In Service"^"Carrier - Cable Station"^"ALY&"^"In Service"^"Customer Premises - Generic"^"EGYPT"^""
"SMW3 CABLE NETWORK"^"Sub Sea Cable System"^"SMW3 S8 [ALEX SBRA]"^"4980745093214748368"^"In Service"^"Sub Sea Cable Segment"^"SBRA"^"PORTUGAL"^"In Service"^"Carrier - Cable Station"^"ALY&"^"In Service"^"Customer Premises - Generic"^"EGYPT"^""
"SMW3 CABLE NETWORK"^"Sub Sea Cable System"^"SMW3 S8 [ALEX YRKP]"^"4980745093214748356"^"In Service"^"Sub Sea Cable Segment"^"YRKP"^"CYPRUS"^"In Service"^"Carrier - POP"^"ALY&"^"In Service"^"Customer Premises - Generic"^"EGYPT"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ325"^"258911470798272917"^"In Service"^"Backhaul Route"^"AMLS"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"AMCR"^"Decommissioned"^"Telstra International POP"^"AUSTRALIA"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ51"^"262418634994645929"^"In Service"^"Backhaul Route"^"BSHN"^"SINGAPORE"^"In Service"^"Carrier - POP"^"AMKI"^"In Service"^"Carrier - POP"^"SINGAPORE"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ325"^"258911470798272917"^"In Service"^"Backhaul Route"^"AMCR"^"AUSTRALIA"^"Decommissioned"^"Telstra International POP"^"AMLS"^"In Service"^"Telstra International POP"^"AUSTRALIA"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ87"^"262429561391446521"^"In Service"^"Backhaul Route"^"SYDO"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"AMLS"^"In Service"^"Telstra International POP"^"AUSTRALIA"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ183"^"262469762285336631"^"In Service"^"Backhaul Route"^"MEL&"^"AUSTRALIA"^"In Service"^"Customer Premises - Generic"^"AMLS"^"In Service"^"Telstra International POP"^"AUSTRALIA"^""
"AUS POP-POP"^"Backhaul Network System"^"AU115"^"258526444104378435"^"In Service"^"Backhaul Route"^"PTHP"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"APE2"^"In Service"^"Telstra Colo Resell"^""^""
"AUS ASC APE2"^"Backhaul Network System"^"AU115"^"258526444104378435"^"In Service"^"Backhaul Route"^"PTHP"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"APE2"^"In Service"^"Telstra Colo Resell"^""^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ84"^"262429561391446557"^"In Service"^"Backhaul Route"^"USAT"^"UNITED STATES OF AMERICA"^"In Service"^"Telstra International POP"^"ATL&"^"In Service"^"Customer Premises - Generic"^"UNITED STATES OF AMERICA"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ266"^"262469762285335635"^"In Service"^"Backhaul Route"^"AUC&"^"NEW ZEALAND"^"In Service"^"Customer Premises - Generic"^"AUC&"^"In Service"^"Customer Premises - Generic"^"NEW ZEALAND"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ164"^"262429561391444211"^"In Service"^"Backhaul Route"^"TAUC"^"NEW ZEALAND"^"In Service"^"Telstra International POP"^"AUC&"^"In Service"^"Customer Premises - Generic"^"NEW ZEALAND"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ42"^"262469762285337621"^"In Service"^"Backhaul Route"^"HPTW"^"NEW ZEALAND"^"In Service"^"Telstra International POP"^"AUCW"^"In Service"^"Carrier - POP"^"NEW ZEALAND"^""
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ234"^"262418634994644435"^"In Service"^"Backhaul Route"^"HPTW"^"NEW ZEALAND"^"In Service"^"Telstra International POP"^"AUCW"^"In Service"^"Carrier - POP"^"NEW ZEALAND"^""
"NZL POP-POP"^"Backhaul Network System"^"NZ107"^"256236414643743913"^"In Service"^"Backhaul Route"^"RAGL"^"NEW ZEALAND"^"In Service"^"Carrier - Cable Station"^"AUMD"^"In Service"^"Carrier - POP"^"NEW ZEALAND"^"TELSTRA INTERNATIONAL"
"DumyBackhaulNetwork"^"Backhaul Network System"^"ZZ223"^"262429561391445591"^"In Service"^"Backhaul Route"^"HPTW"^"NEW ZEALAND"^"In Service"^"Telstra International POP"^"AUMD"^"In Service"^"Carrier - POP"^"NEW ZEALAND"^""
"AUS AJC TGA SYDO"^"Backhaul Network System"^"AU902"^"255096013349094258"^"In Service"^"Backhaul Route"^"SYDO"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"AUS&"^"In Service"^"Customer Premises - Generic"^"UNITED STATES OF AMERICA"^"TELSTRA INTERNATIONAL"
"AUS AJC TEC SYDP"^"Backhaul Network System"^"AU901"^"255095807190663096"^"In Service"^"Backhaul Route"^"SYDP"^"AUSTRALIA"^"In Service"^"Telstra International POP"^"AUS&"^"In Service"^"Customer Premises - Generic"^"UNITED STATES OF AMERICA"^"TELSTRA INTERNATIONAL"
"USA FASTER BAAT"^"Backhaul Network System"^"US162"^"256886122044882827"^"In Service"^"Backhaul Route"^"PAIX"^"UNITED STATES OF AMERICA"^"In Service"^"Telstra International POP"^"BAAT"^"In Service"^"Carrier - Cable Station"^"UNITED STATES OF AMERICA"^""
